"","NUTSID","LEVL","CNTR","NAME_LATIN","NAME","MOUNT","URBN","COAST","FID","avg_tmp","Date"
"1","FRJ13",3,"FR","Hérault","Hérault",4,2,1,"FRJ13",5.75193023681641,"2020-01-01"
"2","FRJ14",3,"FR","Lozère","Lozère",3,3,3,"FRJ14",2.52644300460815,"2020-01-01"
"3","FRJ15",3,"FR","Pyrénées-Orientales","Pyrénées-Orientales",2,2,1,"FRJ15",7.42223167419434,"2020-01-01"
"4","FRJ21",3,"FR","Ariège","Ariège",3,3,3,"FRJ21",6.23366260528564,"2020-01-01"
"5","FRK24",3,"FR","Isère","Isère",2,2,3,"FRK24",2.4613401889801,"2020-01-01"
"6","FRK25",3,"FR","Loire","Loire",3,2,3,"FRK25",2.55901885032654,"2020-01-01"
"7","FRK26",3,"FR","Rhône","Rhône",2,1,3,"FRK26",0.627058506011963,"2020-01-01"
"8","FRK27",3,"FR","Savoie","Savoie",3,2,3,"FRK27",1.4969242811203,"2020-01-01"
"9","FRK28",3,"FR","Haute-Savoie","Haute-Savoie",3,2,3,"FRK28",2.59811186790466,"2020-01-01"
"10","FRJ22",3,"FR","Aveyron","Aveyron",3,3,3,"FRJ22",2.68518805503845,"2020-01-01"
"11","FRJ23",3,"FR","Haute-Garonne","Haute-Garonne",4,1,3,"FRJ23",7.56931829452515,"2020-01-01"
"12","FRJ24",3,"FR","Gers","Gers",4,3,3,"FRJ24",8.8618106842041,"2020-01-01"
"13","FRJ25",3,"FR","Lot","Lot",4,3,3,"FRJ25",4.58086776733398,"2020-01-01"
"14","FRJ26",3,"FR","Hautes-Pyrénées","Hautes-Pyrénées",2,3,3,"FRJ26",6.39494705200195,"2020-01-01"
"15","FRJ27",3,"FR","Tarn","Tarn",4,3,3,"FRJ27",5.41048526763916,"2020-01-01"
"16","FRJ28",3,"FR","Tarn-et-Garonne","Tarn-et-Garonne",4,3,3,"FRJ28",6.00383520126343,"2020-01-01"
"17","FRK11",3,"FR","Allier","Allier",4,3,3,"FRK11",2.34556031227112,"2020-01-01"
"18","FRK12",3,"FR","Cantal","Cantal",3,3,3,"FRK12",2.15434432029724,"2020-01-01"
"19","FRK13",3,"FR","Haute-Loire","Haute-Loire",3,3,3,"FRK13",2.9599289894104,"2020-01-01"
"20","FRK14",3,"FR","Puy-de-Dôme","Puy-de-Dôme",3,2,3,"FRK14",2.92822098731995,"2020-01-01"
"21","FRK21",3,"FR","Ain","Ain",4,3,3,"FRK21",0.689351141452789,"2020-01-01"
"22","FRK22",3,"FR","Ardèche","Ardèche",3,3,3,"FRK22",4.68525171279907,"2020-01-01"
"23","FRK23",3,"FR","Drôme","Drôme",2,3,3,"FRK23",3.6142270565033,"2020-01-01"
"24","FRL01",3,"FR","Alpes-de-Haute-Provence","Alpes-de-Haute-Provence",3,3,3,"FRL01",5.68366003036499,"2020-01-01"
"25","FRL02",3,"FR","Hautes-Alpes","Hautes-Alpes",3,3,3,"FRL02",3.66646981239319,"2020-01-01"
"26","FRL03",3,"FR","Alpes-Maritimes","Alpes-Maritimes",2,1,1,"FRL03",7.84791469573975,"2020-01-01"
"27","FRL04",3,"FR","Bouches-du-Rhône","Bouches-du-Rhône",4,1,1,"FRL04",5.97863578796387,"2020-01-01"
"28","FRL05",3,"FR","Var","Var",2,2,1,"FRL05",7.08805704116821,"2020-01-01"
"29","FRL06",3,"FR","Vaucluse","Vaucluse",2,2,3,"FRL06",4.80792951583862,"2020-01-01"
"30","FRM01",3,"FR","Corse-du-Sud","Corse-du-Sud",3,3,1,"FRM01",8.14040374755859,"2020-01-01"
"31","FRM02",3,"FR","Haute-Corse","Haute-Corse",3,3,1,"FRM02",7.78293943405151,"2020-01-01"
"32","FR101",3,"FR","Paris","Paris",4,1,3,"FR101",2.21962666511536,"2020-01-01"
"33","FR102",3,"FR","Seine-et-Marne","Seine-et-Marne",4,2,3,"FR102",1.36268496513367,"2020-01-01"
"34","FR103",3,"FR","Yvelines","Yvelines",4,1,3,"FR103",1.80047142505646,"2020-01-01"
"35","FR104",3,"FR","Essonne","Essonne",4,1,3,"FR104",1.98785531520844,"2020-01-01"
"36","FR105",3,"FR","Hauts-de-Seine","Hauts-de-Seine",4,1,3,"FR105",1.74140799045563,"2020-01-01"
"37","FR106",3,"FR","Seine-Saint-Denis","Seine-Saint-Denis",4,1,3,"FR106",1.74327301979065,"2020-01-01"
"38","FR107",3,"FR","Val-de-Marne","Val-de-Marne",4,1,3,"FR107",2.09188437461853,"2020-01-01"
"39","FR108",3,"FR","Val-d’Oise","Val-d’Oise",4,1,3,"FR108",1.15124344825745,"2020-01-01"
"40","FRB01",3,"FR","Cher","Cher",4,3,3,"FRB01",3.05678105354309,"2020-01-01"
"41","FRB02",3,"FR","Eure-et-Loir","Eure-et-Loir",4,3,3,"FRB02",2.88902115821838,"2020-01-01"
"42","FRB03",3,"FR","Indre","Indre",4,3,3,"FRB03",4.48364448547363,"2020-01-01"
"43","FRB04",3,"FR","Indre-et-Loire","Indre-et-Loire",4,2,3,"FRB04",5.9448618888855,"2020-01-01"
"44","FRB05",3,"FR","Loir-et-Cher","Loir-et-Cher",4,3,3,"FRB05",4.57869434356689,"2020-01-01"
"45","FRB06",3,"FR","Loiret","Loiret",4,2,3,"FRB06",3.04812479019165,"2020-01-01"
"46","FRC11",3,"FR","Côte-d’Or","Côte-d’Or",4,2,3,"FRC11",-0.770233392715454,"2020-01-01"
"47","FRC12",3,"FR","Nièvre","Nièvre",4,3,3,"FRC12",1.95561289787292,"2020-01-01"
"48","FRC13",3,"FR","Saône-et-Loire","Saône-et-Loire",4,3,3,"FRC13",0.335282385349274,"2020-01-01"
"49","FRC14",3,"FR","Yonne","Yonne",4,3,3,"FRC14",1.35177862644196,"2020-01-01"
"50","FRC21",3,"FR","Doubs","Doubs",2,2,3,"FRC21",0.598248779773712,"2020-01-01"
"51","FRC22",3,"FR","Jura","Jura",3,3,3,"FRC22",0.176701486110687,"2020-01-01"
"52","FRC23",3,"FR","Haute-Saône","Haute-Saône",4,3,3,"FRC23",-1.2393501996994,"2020-01-01"
"53","FRC24",3,"FR","Territoire de Belfort","Territoire de Belfort",4,2,3,"FRC24",-0.0644409134984016,"2020-01-01"
"54","FRD11",3,"FR","Calvados","Calvados",4,2,1,"FRD11",4.76279163360596,"2020-01-01"
"55","FRD12",3,"FR","Manche","Manche",4,3,1,"FRD12",6.28343439102173,"2020-01-01"
"56","FRD13",3,"FR","Orne","Orne",4,3,3,"FRD13",3.66476535797119,"2020-01-01"
"57","FRD21",3,"FR","Eure","Eure",4,3,1,"FRD21",2.40910840034485,"2020-01-01"
"58","FRD22",3,"FR","Seine-Maritime","Seine-Maritime",4,2,1,"FRD22",1.98736715316772,"2020-01-01"
"59","FRE11",3,"FR","Nord","Nord",4,1,1,"FRE11",1.02077543735504,"2020-01-01"
"60","FRE12",3,"FR","Pas-de-Calais","Pas-de-Calais",4,2,1,"FRE12",1.19110178947449,"2020-01-01"
"61","FRE21",3,"FR","Aisne","Aisne",4,3,3,"FRE21",0.433346420526505,"2020-01-01"
"62","FRE22",3,"FR","Oise","Oise",4,2,3,"FRE22",0.535732269287109,"2020-01-01"
"63","FRE23",3,"FR","Somme","Somme",4,3,1,"FRE23",0.697561860084534,"2020-01-01"
"64","FRF11",3,"FR","Bas-Rhin","Bas-Rhin",4,2,3,"FRF11",-1.45188367366791,"2020-01-01"
"65","FRF12",3,"FR","Haut-Rhin","Haut-Rhin",4,2,3,"FRF12",-0.412960737943649,"2020-01-01"
"66","FRF21",3,"FR","Ardennes","Ardennes",4,3,3,"FRF21",1.09403777122498,"2020-01-01"
"67","FRF22",3,"FR","Aube","Aube",4,2,3,"FRF22",0.562976539134979,"2020-01-01"
"68","FRF23",3,"FR","Marne","Marne",4,2,3,"FRF23",0.153090164065361,"2020-01-01"
"69","FRF24",3,"FR","Haute-Marne","Haute-Marne",4,3,3,"FRF24",-1.29082357883453,"2020-01-01"
"70","FRF31",3,"FR","Meurthe-et-Moselle","Meurthe-et-Moselle",4,2,3,"FRF31",-1.53984987735748,"2020-01-01"
"71","FRF32",3,"FR","Meuse","Meuse",4,3,3,"FRF32",-0.0450302436947823,"2020-01-01"
"72","FRF33",3,"FR","Moselle","Moselle",4,2,3,"FRF33",-1.23140776157379,"2020-01-01"
"73","FRF34",3,"FR","Vosges","Vosges",4,3,3,"FRF34",-0.303907513618469,"2020-01-01"
"74","FRG01",3,"FR","Loire-Atlantique","Loire-Atlantique",4,1,1,"FRG01",8.78541374206543,"2020-01-01"
"75","FRG02",3,"FR","Maine-et-Loire","Maine-et-Loire",4,2,3,"FRG02",7.20086193084717,"2020-01-01"
"76","FRG03",3,"FR","Mayenne","Mayenne",4,3,3,"FRG03",5.3809380531311,"2020-01-01"
"77","FRG04",3,"FR","Sarthe","Sarthe",4,3,3,"FRG04",4.7285885810852,"2020-01-01"
"78","FRG05",3,"FR","Vendée","Vendée",4,3,1,"FRG05",8.8451042175293,"2020-01-01"
"79","FRH01",3,"FR","Côtes-d’Armor","Côtes-d’Armor",4,3,1,"FRH01",8.112717628479,"2020-01-01"
"80","FRH02",3,"FR","Finistère","Finistère",4,3,1,"FRH02",9.93476963043213,"2020-01-01"
