"","NUTSID","LEVL","CNTR","NAME_LATIN","NAME","MOUNT","URBN","COAST","FID","avg_tmp","Date"
"1","FRJ13",3,"FR","Hérault","Hérault",4,2,1,"FRJ13",8.15867137908936,"2013-01-01"
"2","FRJ14",3,"FR","Lozère","Lozère",3,3,3,"FRJ14",2.44439625740051,"2013-01-01"
"3","FRJ15",3,"FR","Pyrénées-Orientales","Pyrénées-Orientales",2,2,1,"FRJ15",4.7832236289978,"2013-01-01"
"4","FRJ21",3,"FR","Ariège","Ariège",3,3,3,"FRJ21",3.0610933303833,"2013-01-01"
"5","FRK24",3,"FR","Isère","Isère",2,2,3,"FRK24",3.41287779808044,"2013-01-01"
"6","FRK25",3,"FR","Loire","Loire",3,2,3,"FRK25",5.28781986236572,"2013-01-01"
"7","FRK26",3,"FR","Rhône","Rhône",2,1,3,"FRK26",5.72583341598511,"2013-01-01"
"8","FRK27",3,"FR","Savoie","Savoie",3,2,3,"FRK27",-2.09187388420105,"2013-01-01"
"9","FRK28",3,"FR","Haute-Savoie","Haute-Savoie",3,2,3,"FRK28",0.359255015850067,"2013-01-01"
"10","FRJ22",3,"FR","Aveyron","Aveyron",3,3,3,"FRJ22",5.21835374832153,"2013-01-01"
"11","FRJ23",3,"FR","Haute-Garonne","Haute-Garonne",4,1,3,"FRJ23",7.12274026870728,"2013-01-01"
"12","FRJ24",3,"FR","Gers","Gers",4,3,3,"FRJ24",8.70777416229248,"2013-01-01"
"13","FRJ25",3,"FR","Lot","Lot",4,3,3,"FRJ25",7.48567533493042,"2013-01-01"
"14","FRJ26",3,"FR","Hautes-Pyrénées","Hautes-Pyrénées",2,3,3,"FRJ26",3.42305040359497,"2013-01-01"
"15","FRJ27",3,"FR","Tarn","Tarn",4,3,3,"FRJ27",6.6158971786499,"2013-01-01"
"16","FRJ28",3,"FR","Tarn-et-Garonne","Tarn-et-Garonne",4,3,3,"FRJ28",8.10635471343994,"2013-01-01"
"17","FRK11",3,"FR","Allier","Allier",4,3,3,"FRK11",6.21691799163818,"2013-01-01"
"18","FRK12",3,"FR","Cantal","Cantal",3,3,3,"FRK12",3.6275463104248,"2013-01-01"
"19","FRK13",3,"FR","Haute-Loire","Haute-Loire",3,3,3,"FRK13",3.7198429107666,"2013-01-01"
"20","FRK14",3,"FR","Puy-de-Dôme","Puy-de-Dôme",3,2,3,"FRK14",4.79855108261108,"2013-01-01"
"21","FRK21",3,"FR","Ain","Ain",4,3,3,"FRK21",5.06245517730713,"2013-01-01"
"22","FRK22",3,"FR","Ardèche","Ardèche",3,3,3,"FRK22",4.55278539657593,"2013-01-01"
"23","FRK23",3,"FR","Drôme","Drôme",2,3,3,"FRK23",5.22444725036621,"2013-01-01"
"24","FRL01",3,"FR","Alpes-de-Haute-Provence","Alpes-de-Haute-Provence",3,3,3,"FRL01",-0.345404118299484,"2013-01-01"
"25","FRL02",3,"FR","Hautes-Alpes","Hautes-Alpes",3,3,3,"FRL02",-2.83152222633362,"2013-01-01"
"26","FRL03",3,"FR","Alpes-Maritimes","Alpes-Maritimes",2,1,1,"FRL03",1.2693954706192,"2013-01-01"
"27","FRL04",3,"FR","Bouches-du-Rhône","Bouches-du-Rhône",4,1,1,"FRL04",8.16525268554688,"2013-01-01"
"28","FRL05",3,"FR","Var","Var",2,2,1,"FRL05",5.13855648040771,"2013-01-01"
"29","FRL06",3,"FR","Vaucluse","Vaucluse",2,2,3,"FRL06",6.22825384140015,"2013-01-01"
"30","FRM01",3,"FR","Corse-du-Sud","Corse-du-Sud",3,3,1,"FRM01",7.02073049545288,"2013-01-01"
"31","FRM02",3,"FR","Haute-Corse","Haute-Corse",3,3,1,"FRM02",6.72009468078613,"2013-01-01"
"32","FR101",3,"FR","Paris","Paris",4,1,3,"FR101",7.74603462219238,"2013-01-01"
"33","FR102",3,"FR","Seine-et-Marne","Seine-et-Marne",4,2,3,"FR102",6.73095798492432,"2013-01-01"
"34","FR103",3,"FR","Yvelines","Yvelines",4,1,3,"FR103",6.47681760787964,"2013-01-01"
"35","FR104",3,"FR","Essonne","Essonne",4,1,3,"FR104",6.51992750167847,"2013-01-01"
"36","FR105",3,"FR","Hauts-de-Seine","Hauts-de-Seine",4,1,3,"FR105",7.40208673477173,"2013-01-01"
"37","FR106",3,"FR","Seine-Saint-Denis","Seine-Saint-Denis",4,1,3,"FR106",7.72211503982544,"2013-01-01"
"38","FR107",3,"FR","Val-de-Marne","Val-de-Marne",4,1,3,"FR107",7.51954412460327,"2013-01-01"
"39","FR108",3,"FR","Val-d’Oise","Val-d’Oise",4,1,3,"FR108",7.31623888015747,"2013-01-01"
"40","FRB01",3,"FR","Cher","Cher",4,3,3,"FRB01",7.37481069564819,"2013-01-01"
"41","FRB02",3,"FR","Eure-et-Loir","Eure-et-Loir",4,3,3,"FRB02",6.85885381698608,"2013-01-01"
"42","FRB03",3,"FR","Indre","Indre",4,3,3,"FRB03",7.85655546188354,"2013-01-01"
"43","FRB04",3,"FR","Indre-et-Loire","Indre-et-Loire",4,2,3,"FRB04",7.70576620101929,"2013-01-01"
"44","FRB05",3,"FR","Loir-et-Cher","Loir-et-Cher",4,3,3,"FRB05",7.2994589805603,"2013-01-01"
