"","NUTSID","LEVL","CNTR","NAME_LATIN","NAME","MOUNT","URBN","COAST","FID","avg_tmp_min","Date"
"1","FRJ13",3,"FR","Hérault","Hérault",4,2,1,"FRJ13",15.0785846710205,"2023-01-01"
"2","FRJ14",3,"FR","Lozère","Lozère",3,3,3,"FRJ14",10.0898008346558,"2023-01-01"
"3","FRJ15",3,"FR","Pyrénées-Orientales","Pyrénées-Orientales",2,2,1,"FRJ15",14.2561683654785,"2023-01-01"
"4","FRJ21",3,"FR","Ariège","Ariège",3,3,3,"FRJ21",13.757532119751,"2023-01-01"
"5","FRK24",3,"FR","Isère","Isère",2,2,3,"FRK24",14.0261373519897,"2023-01-01"
"6","FRK25",3,"FR","Loire","Loire",3,2,3,"FRK25",15.8240823745728,"2023-01-01"
"7","FRK26",3,"FR","Rhône","Rhône",2,1,3,"FRK26",16.4802227020264,"2023-01-01"
"8","FRK27",3,"FR","Savoie","Savoie",3,2,3,"FRK27",9.00704097747803,"2023-01-01"
"9","FRK28",3,"FR","Haute-Savoie","Haute-Savoie",3,2,3,"FRK28",12.1974115371704,"2023-01-01"
"10","FRJ22",3,"FR","Aveyron","Aveyron",3,3,3,"FRJ22",13.7280988693237,"2023-01-01"
"11","FRJ23",3,"FR","Haute-Garonne","Haute-Garonne",4,1,3,"FRJ23",15.9332609176636,"2023-01-01"
"12","FRJ24",3,"FR","Gers","Gers",4,3,3,"FRJ24",17.5843753814697,"2023-01-01"
"13","FRJ25",3,"FR","Lot","Lot",4,3,3,"FRJ25",17.1589488983154,"2023-01-01"
"14","FRJ26",3,"FR","Hautes-Pyrénées","Hautes-Pyrénées",2,3,3,"FRJ26",15.296594619751,"2023-01-01"
"15","FRJ27",3,"FR","Tarn","Tarn",4,3,3,"FRJ27",15.8434839248657,"2023-01-01"
"16","FRJ28",3,"FR","Tarn-et-Garonne","Tarn-et-Garonne",4,3,3,"FRJ28",16.9000911712646,"2023-01-01"
"17","FRK11",3,"FR","Allier","Allier",4,3,3,"FRK11",18.3188400268555,"2023-01-01"
"18","FRK12",3,"FR","Cantal","Cantal",3,3,3,"FRK12",13.4508295059204,"2023-01-01"
"19","FRK13",3,"FR","Haute-Loire","Haute-Loire",3,3,3,"FRK13",12.7120590209961,"2023-01-01"
"20","FRK14",3,"FR","Puy-de-Dôme","Puy-de-Dôme",3,2,3,"FRK14",15.9943523406982,"2023-01-01"
"21","FRK21",3,"FR","Ain","Ain",4,3,3,"FRK21",16.5047187805176,"2023-01-01"
"22","FRK22",3,"FR","Ardèche","Ardèche",3,3,3,"FRK22",13.8258781433105,"2023-01-01"
"23","FRK23",3,"FR","Drôme","Drôme",2,3,3,"FRK23",15.4232940673828,"2023-01-01"
"24","FRL01",3,"FR","Alpes-de-Haute-Provence","Alpes-de-Haute-Provence",3,3,3,"FRL01",13.0935077667236,"2023-01-01"
"25","FRL02",3,"FR","Hautes-Alpes","Hautes-Alpes",3,3,3,"FRL02",9.93015193939209,"2023-01-01"
"26","FRL03",3,"FR","Alpes-Maritimes","Alpes-Maritimes",2,1,1,"FRL03",12.39133644104,"2023-01-01"
"27","FRL04",3,"FR","Bouches-du-Rhône","Bouches-du-Rhône",4,1,1,"FRL04",17.741491317749,"2023-01-01"
"28","FRL05",3,"FR","Var","Var",2,2,1,"FRL05",16.4090232849121,"2023-01-01"
"29","FRL06",3,"FR","Vaucluse","Vaucluse",2,2,3,"FRL06",17.3601741790771,"2023-01-01"
"30","FRM01",3,"FR","Corse-du-Sud","Corse-du-Sud",3,3,1,"FRM01",16.605827331543,"2023-01-01"
"31","FRM02",3,"FR","Haute-Corse","Haute-Corse",3,3,1,"FRM02",16.3579769134521,"2023-01-01"
"32","FR101",3,"FR","Paris","Paris",4,1,3,"FR101",15.3795680999756,"2023-01-01"
"33","FR102",3,"FR","Seine-et-Marne","Seine-et-Marne",4,2,3,"FR102",15.0399580001831,"2023-01-01"
"34","FR103",3,"FR","Yvelines","Yvelines",4,1,3,"FR103",14.7255792617798,"2023-01-01"
"35","FR104",3,"FR","Essonne","Essonne",4,1,3,"FR104",14.434103012085,"2023-01-01"
"36","FR105",3,"FR","Hauts-de-Seine","Hauts-de-Seine",4,1,3,"FR105",15.2863616943359,"2023-01-01"
"37","FR106",3,"FR","Seine-Saint-Denis","Seine-Saint-Denis",4,1,3,"FR106",15.5801820755005,"2023-01-01"
"38","FR107",3,"FR","Val-de-Marne","Val-de-Marne",4,1,3,"FR107",15.083155632019,"2023-01-01"
"39","FR108",3,"FR","Val-d’Oise","Val-d’Oise",4,1,3,"FR108",15.169994354248,"2023-01-01"
"40","FRB01",3,"FR","Cher","Cher",4,3,3,"FRB01",17.2468719482422,"2023-01-01"
"41","FRB02",3,"FR","Eure-et-Loir","Eure-et-Loir",4,3,3,"FRB02",13.7027225494385,"2023-01-01"
"42","FRB03",3,"FR","Indre","Indre",4,3,3,"FRB03",18.1795310974121,"2023-01-01"
"43","FRB04",3,"FR","Indre-et-Loire","Indre-et-Loire",4,2,3,"FRB04",16.300313949585,"2023-01-01"
"44","FRB05",3,"FR","Loir-et-Cher","Loir-et-Cher",4,3,3,"FRB05",15.1023540496826,"2023-01-01"
"45","FRB06",3,"FR","Loiret","Loiret",4,2,3,"FRB06",15.4782638549805,"2023-01-01"
"46","FRC11",3,"FR","Côte-d’Or","Côte-d’Or",4,2,3,"FRC11",15.5934429168701,"2023-01-01"
"47","FRC12",3,"FR","Nièvre","Nièvre",4,3,3,"FRC12",16.6390609741211,"2023-01-01"
"48","FRC13",3,"FR","Saône-et-Loire","Saône-et-Loire",4,3,3,"FRC13",17.2112274169922,"2023-01-01"
"49","FRC14",3,"FR","Yonne","Yonne",4,3,3,"FRC14",15.9051551818848,"2023-01-01"
"50","FRC21",3,"FR","Doubs","Doubs",2,2,3,"FRC21",16.684928894043,"2023-01-01"
"51","FRC22",3,"FR","Jura","Jura",3,3,3,"FRC22",16.4840335845947,"2023-01-01"
"52","FRC23",3,"FR","Haute-Saône","Haute-Saône",4,3,3,"FRC23",17.2994480133057,"2023-01-01"
"53","FRC24",3,"FR","Territoire de Belfort","Territoire de Belfort",4,2,3,"FRC24",17.6954746246338,"2023-01-01"
"54","FRD11",3,"FR","Calvados","Calvados",4,2,1,"FRD11",15.4094839096069,"2023-01-01"
"55","FRD12",3,"FR","Manche","Manche",4,3,1,"FRD12",14.6410684585571,"2023-01-01"
"56","FRD13",3,"FR","Orne","Orne",4,3,3,"FRD13",14.6106748580933,"2023-01-01"
"57","FRD21",3,"FR","Eure","Eure",4,3,1,"FRD21",14.28151512146,"2023-01-01"
"58","FRD22",3,"FR","Seine-Maritime","Seine-Maritime",4,2,1,"FRD22",15.2708139419556,"2023-01-01"
"59","FRE11",3,"FR","Nord","Nord",4,1,1,"FRE11",14.8775596618652,"2023-01-01"
"60","FRE12",3,"FR","Pas-de-Calais","Pas-de-Calais",4,2,1,"FRE12",15.6436185836792,"2023-01-01"
"61","FRE21",3,"FR","Aisne","Aisne",4,3,3,"FRE21",14.8555364608765,"2023-01-01"
"62","FRE22",3,"FR","Oise","Oise",4,2,3,"FRE22",15.2185735702515,"2023-01-01"
"63","FRE23",3,"FR","Somme","Somme",4,3,1,"FRE23",15.6635885238647,"2023-01-01"
"64","FRF11",3,"FR","Bas-Rhin","Bas-Rhin",4,2,3,"FRF11",16.9262199401855,"2023-01-01"
"65","FRF12",3,"FR","Haut-Rhin","Haut-Rhin",4,2,3,"FRF12",17.3872547149658,"2023-01-01"
"66","FRF21",3,"FR","Ardennes","Ardennes",4,3,3,"FRF21",14.2649822235107,"2023-01-01"
"67","FRF22",3,"FR","Aube","Aube",4,2,3,"FRF22",14.8138790130615,"2023-01-01"
"68","FRF23",3,"FR","Marne","Marne",4,2,3,"FRF23",14.5977878570557,"2023-01-01"
"69","FRF24",3,"FR","Haute-Marne","Haute-Marne",4,3,3,"FRF24",14.2789583206177,"2023-01-01"
"70","FRF31",3,"FR","Meurthe-et-Moselle","Meurthe-et-Moselle",4,2,3,"FRF31",14.8114585876465,"2023-01-01"
"71","FRF32",3,"FR","Meuse","Meuse",4,3,3,"FRF32",14.1132516860962,"2023-01-01"
"72","FRF33",3,"FR","Moselle","Moselle",4,2,3,"FRF33",14.6253786087036,"2023-01-01"
"73","FRF34",3,"FR","Vosges","Vosges",4,3,3,"FRF34",15.4110355377197,"2023-01-01"
"74","FRG01",3,"FR","Loire-Atlantique","Loire-Atlantique",4,1,1,"FRG01",16.3740196228027,"2023-01-01"
"75","FRG02",3,"FR","Maine-et-Loire","Maine-et-Loire",4,2,3,"FRG02",16.3331413269043,"2023-01-01"
"76","FRG03",3,"FR","Mayenne","Mayenne",4,3,3,"FRG03",15.3153915405273,"2023-01-01"
"77","FRG04",3,"FR","Sarthe","Sarthe",4,3,3,"FRG04",15.2494287490845,"2023-01-01"
"78","FRG05",3,"FR","Vendée","Vendée",4,3,1,"FRG05",16.5418491363525,"2023-01-01"
"79","FRH01",3,"FR","Côtes-d’Armor","Côtes-d’Armor",4,3,1,"FRH01",14.3104181289673,"2023-01-01"
"80","FRH02",3,"FR","Finistère","Finistère",4,3,1,"FRH02",13.1999664306641,"2023-01-01"
"81","FRH03",3,"FR","Ille-et-Vilaine","Ille-et-Vilaine",4,2,1,"FRH03",16.1259574890137,"2023-01-01"
"82","FRH04",3,"FR","Morbihan","Morbihan",4,3,1,"FRH04",15.0576333999634,"2023-01-01"
"83","FRI11",3,"FR","Dordogne","Dordogne",4,3,3,"FRI11",17.8729362487793,"2023-01-01"
"84","FRI12",3,"FR","Gironde","Gironde",4,1,1,"FRI12",19.3398590087891,"2023-01-01"
"85","FRI13",3,"FR","Landes","Landes",4,3,1,"FRI13",20.937328338623,"2023-01-01"
"86","FRI14",3,"FR","Lot-et-Garonne","Lot-et-Garonne",4,3,3,"FRI14",17.3792667388916,"2023-01-01"
"87","FRI15",3,"FR","Pyrénées-Atlantiques","Pyrénées-Atlantiques",4,2,1,"FRI15",20.7643566131592,"2023-01-01"
"88","FRI21",3,"FR","Corrèze","Corrèze",4,3,3,"FRI21",16.9841995239258,"2023-01-01"
"89","FRI22",3,"FR","Creuse","Creuse",4,3,3,"FRI22",17.9605350494385,"2023-01-01"
"90","FRI23",3,"FR","Haute-Vienne","Haute-Vienne",4,3,3,"FRI23",17.425651550293,"2023-01-01"
"91","FRI31",3,"FR","Charente","Charente",4,3,3,"FRI31",17.802755355835,"2023-01-01"
"92","FRI32",3,"FR","Charente-Maritime","Charente-Maritime",4,3,1,"FRI32",17.6867561340332,"2023-01-01"
