"","NUTSID","LEVL","CNTR","NAME_LATIN","NAME","MOUNT","URBN","COAST","FID","Temp","Date"
"1","FRJ13",3,"FR","Hérault","Hérault",4,2,1,"FRJ13",5.90556716918945,"2019-01-01"
"2","FRJ14",3,"FR","Lozère","Lozère",3,3,3,"FRJ14",3.65837168693542,"2019-01-01"
"3","FRJ15",3,"FR","Pyrénées-Orientales","Pyrénées-Orientales",2,2,1,"FRJ15",9.61075496673584,"2019-01-01"
"4","FRJ21",3,"FR","Ariège","Ariège",3,3,3,"FRJ21",2.9628758430481,"2019-01-01"
"5","FRK24",3,"FR","Isère","Isère",2,2,3,"FRK24",3.06115674972534,"2019-01-01"
"6","FRK25",3,"FR","Loire","Loire",3,2,3,"FRK25",3.02124857902527,"2019-01-01"
"7","FRK26",3,"FR","Rhône","Rhône",2,1,3,"FRK26",5.19233417510986,"2019-01-01"
"8","FRK27",3,"FR","Savoie","Savoie",3,2,3,"FRK27",0.830277919769287,"2019-01-01"
"9","FRK28",3,"FR","Haute-Savoie","Haute-Savoie",3,2,3,"FRK28",NA,"2019-01-01"
"10","FRJ22",3,"FR","Aveyron","Aveyron",3,3,3,"FRJ22",1.51318657398224,"2019-01-01"
"11","FRJ23",3,"FR","Haute-Garonne","Haute-Garonne",4,1,3,"FRJ23",2.30246949195862,"2019-01-01"
"12","FRJ24",3,"FR","Gers","Gers",4,3,3,"FRJ24",2.19018912315369,"2019-01-01"
"13","FRJ25",3,"FR","Lot","Lot",4,3,3,"FRJ25",1.87178301811218,"2019-01-01"
"14","FRJ26",3,"FR","Hautes-Pyrénées","Hautes-Pyrénées",2,3,3,"FRJ26",2.5955958366394,"2019-01-01"
"15","FRJ27",3,"FR","Tarn","Tarn",4,3,3,"FRJ27",1.96565997600555,"2019-01-01"
"16","FRJ28",3,"FR","Tarn-et-Garonne","Tarn-et-Garonne",4,3,3,"FRJ28",3.21420788764954,"2019-01-01"
"17","FRK11",3,"FR","Allier","Allier",4,3,3,"FRK11",5.03507041931152,"2019-01-01"
"18","FRK12",3,"FR","Cantal","Cantal",3,3,3,"FRK12",1.10205805301666,"2019-01-01"
"19","FRK13",3,"FR","Haute-Loire","Haute-Loire",3,3,3,"FRK13",1.39478874206543,"2019-01-01"
"20","FRK14",3,"FR","Puy-de-Dôme","Puy-de-Dôme",3,2,3,"FRK14",3.20852494239807,"2019-01-01"
"21","FRK21",3,"FR","Ain","Ain",4,3,3,"FRK21",4.1647162437439,"2019-01-01"
"22","FRK22",3,"FR","Ardèche","Ardèche",3,3,3,"FRK22",4.97512769699097,"2019-01-01"
"23","FRK23",3,"FR","Drôme","Drôme",2,3,3,"FRK23",4.36424446105957,"2019-01-01"
"24","FRL01",3,"FR","Alpes-de-Haute-Provence","Alpes-de-Haute-Provence",3,3,3,"FRL01",4.28924798965454,"2019-01-01"
"25","FRL02",3,"FR","Hautes-Alpes","Hautes-Alpes",3,3,3,"FRL02",NA,"2019-01-01"
"26","FRL03",3,"FR","Alpes-Maritimes","Alpes-Maritimes",2,1,1,"FRL03",NA,"2019-01-01"
"27","FRL04",3,"FR","Bouches-du-Rhône","Bouches-du-Rhône",4,1,1,"FRL04",7.4332709312439,"2019-01-01"
"28","FRL05",3,"FR","Var","Var",2,2,1,"FRL05",7.43192052841187,"2019-01-01"
"29","FRL06",3,"FR","Vaucluse","Vaucluse",2,2,3,"FRL06",5.74444341659546,"2019-01-01"
"30","FRM01",3,"FR","Corse-du-Sud","Corse-du-Sud",3,3,1,"FRM01",8.40293121337891,"2019-01-01"
"31","FRM02",3,"FR","Haute-Corse","Haute-Corse",3,3,1,"FRM02",8.17721557617188,"2019-01-01"
